application_id,applicant_name,age,gender,state,employment_status,annual_income,loan_amount_requested,loan_purpose,credit_score,dti_ratio,application_date,num_dependents,has_coborrower,loan_term_months,interest_rate_offered,application_status
APP76177,Person_770,67,,Unknown,Employed,,65421.21,Education,320,0.667,2020-02-11,5,Yes,72,15.74,Under review
APP90405,Person_457,67,Female,California,Self-employed,128099.42,6861.27,Auto loan,736,0.3934,2021-06-18,0,Yes,20,19.97,Approved
APP50152,Person_371,40,Non-binary,Texas,Unemployed,116564.89,na,Debt consolidation,578,,2022-08-17,5,Yes,72,58.7,Rejected
APP63578,Person_45,21,Female,Texas,Unemployed,115157.03,33623.85,Auto loan,508,0.3373,2020-02-27,2,No,84,85.8,Approved
APP84381,Person_434,67,Non-binary,Illinois,Retired,113863.41,44871.3,,568,0.6556,2022-07-10,5,Yes,84,14.23,Under review
APP60075,Person_667,55,Female,New york,Retired,,77343.32,Debt consolidation,646,,2019-04-01,3,,60,22.55,Pending
APP17733,Person_433,23,Female,Texas,Contract,151251.74,78003.24$,Home improvement,482,0.6407,2018-01-19,2,Yes,60,11.15,Approved
APP74392,Person_614,74,Female,Texas,Unemployed,125428.88,4933.37,Auto loan,538,0.4998,2024-04-16,3,Yes,20,23.4,Rejected
APP77685,Person_748,29,Female,New york,Contract,110723.12,60119.05,Medical,640,0.2892,2021-02-24,6,Yes,12,0.0367,Rejected
APP74799,Person_11,53,Female,New york,Unemployed,52236.55,55322.17,Auto loan,409,0.5949,2020-10-09,2,Yes,48,92.5,Under review
APP26346,Person_214,75,Female,California,Employed,102345.84,44009.74,Home improvement,733,0.734,2019-07-04,4,Yes,12,98.9,Pending
APP15210,Person_344,55,Female,Georgia,Part-time,52193.84,11523.97,Auto loan,70,0.0578,2019-08-19,3,No,84,18.83,Approved
APP68345,Person_713,18,Non-binary,,Contract,154314.17,77580.22,Medical,320,0.2283,2022-02-01,3,No,48,18.38,Rejected
APP78591,Person_734,66,Female,California,Employed,10644437.0,47135.98,Auto loan,623,0.6339,2019-11-18,5,No,60,10.68,Pending
APP93623,Person_147,71,Male,Georgia,Part-time,228094.12,46671.59,Vacation,535,0.1105,2018-05-18,4,No,24,20.48,Under review
APP14205,Unknown,53,Female,New york,Part-time,220554.77,26838.53,Education,803,0.2479,2018-10-27,5,No,84,25.29,
APP55182,Person_283,24,Male,California,Part-time,145560.34,32129.74,Auto loan,517,0.689,2022-02-20,2,Yes,12,68.8,Approved
APP64729,Person_761,70,Male,Texas,Employed,220033.14,66478.22,Education,844,0.35,2020-11-19,2,Yes,60,22.8,Approved
APP75130,Person_412,70,Non-binary,Florida,Unemployed,,48882.62,Medical,804,0.4972,2021-03-30,4,No,72,99.7,
APP77128,Person_641,39,,New york,Contract,22395.32,67351.98,,322,0.5888,2018-07-31,5,Yes,72,13.37,Rejected
APP91818,Unknown,54,,Texas,Part-time,211302.45,21475.86,Medical,350,0.5545,2022-06-24,3,No,84,26.88,Rejected
APP14326,Person_757,39,Female,Texas,Self-employed,125055.58,62246.76,Home improvement,564,0.5929,2020-05-05,1,No,24,12.2,Under review
APP25615,Person_703,21,Female,New york,Self-employed,108347.79,5234.08,Debt consolidation,349,0.5168,2018-01-05,5,Yes,60,19.82,Rejected
APP65138,Person_435,34,Female,Pennsylvania,Contract,112106.52,22567.67,Education,745,0.0772,2022-12-25,3,No,36,74.1,Approved
APP59603,Person_915,51,Female,Illinois,Retired,196057.02,68244.91,Debt consolidation,781,0.2343,2023-06-02,2,Yes,12,13.97,
APP64135,Person_173,47,Unknown,Miami,Unemployed,171318.42,45909.78,Auto loan,55,0.2988,2019-03-12,3,Unknown,48,13.42,Rejected
APP56538,Person_890,41,Female,Florida,Contract,116113.95,70876.45,Medical,568,0.7049,2021-07-08,5,No,48,80.9,Approved
APP37748,Person_860,53,Male,Texas,Retired,50598.47,41643.84,Business,734,0.5018,2023-05-12,6,No,24,14.91,Approved
APP12715,Person_226,68,Female,New york,Retired,21144.08,66610.85,Unknown,344,0.1425,2018-03-28,0,No,20,40.9,Pending
APP67653,Person_305,53,Female,New york,Employed,82798.81,61712.37,Auto loan,645,0.2861,2021-11-24,3,No,24,26.56,Under review
APP57428,Person_31,28,Female,Texas,Part-time,213920.37,20222.0#,Business,710,0.4168,2023-03-16,6,Yes,72,11.42,Approved
APP42900,Person_527,53,Female,Ohio,Employed,59774.09,77999.57,Education,584,0.666,2022-10-21,6,No,12,22.43,Under review
APP96561,Person_855,42,Female,Texas,Employed,41399.35,11159.88,Auto loan,674,0.4959,2022-04-19,2,Yes,20,19.26,Rejected
APP71491,Person_605,59,Female,,Self-employed,191279.75,60697.8,Auto loan,423,,2023-06-04,5,No,60,22.7,Rejected
APP60262,Person_285,24,Male,Texas,Retired,36562.11,1549.58,,564,,2022-01-03,0,Yes,12,19.01,Approved
APP53087,Person_486,24,Male,New york,Self-employed,20125855.0,63789.6,Home improvement,511,0.3478,2018-02-16,5,Yes,72,24.23,Pending
APP35939,Person_822,67,Male,Texas,Unemployed,,53228.08$,Education,568,0.3954,2023-07-13,2,Yes,36,50.9,Under review
APP13504,Person_932,67,Male,Miami,Employed,148854.59,29665.52,Auto loan,318,0.1435,2018-07-24,3,No,72,0.2095,Approved
APP66164,Person_966,19,Male,,Part-time,,,Debt consolidation,835,21.95,2022-01-25,5,Yes,84,20.0,
APP19027,Person_116,57,Non-binary,California,Part-time,122257.13,65734.07,Auto loan,675,,2020-01-02,1,Unknown,84,15.5,Rejected
APP69967,Person_463,62,Female,Unknown,Contract,79508.57,17425.07,Debt consolidation,410,,2019-01-03,5,No,36,10.9,Approved
APP51721,Person_636,55,Female,Texas,Self-employed,,15317.85,Business,479,0.0747,2021-06-05,2,Yes,72,10.12,Under review
APP90593,Person_361,35,Female,Ohio,Unknown,18635.06,39141.07,Business,568,0.1912,2018-09-15,6,No,24,23.95,Approved
APP10739,Person_95,37,Non-binary,California,Unknown,182647.92,13229.65,Debt consolidation,457,0.7,2021-04-17,6,No,20,11.98,Rejected
APP60146,Person_261,19,Male,Ohio,Contract,28304.41,17252.68,Unknown,488,0.5119,2021-03-23,3,No,24,14.95,Under review
APP46157,Person_921,60,Female,California,Part-time,235998.46,41189.6,Medical,772,0.6354,2018-01-09,0,No,24,20.25,Rejected
APP49315,Person_973,32,Female,Georgia,Employed,167773.22,,Debt consolidation,398,0.5337,2022-03-20,0,Yes,12,11.41,Approved
APP34578,Person_584,42,Female,Florida,Self-employed,73411.37,63300.82,Vacation,381,0.0763,2022-07-24,2,No,84,21.62,Approved
APP62944,Person_179,37,Male,Illinois,Part-time,65590.99,44009.6,Business,752,0.5382,2020-11-25,6,No,20,98.6,Unknown
APP72759,Person_102,20,,Pennsylvania,Retired,155063.49,52133.48,Debt consolidation,720,0.0657,2020-06-17,4,Yes,24,11.9,Unknown
APP60939,Person_62,23,Male,Miami,Employed,154185.09,28486.05 ,Vacation,768,0.4822,2019-12-11,1,Yes,20,26.82,Under review
APP61727,Person_204,30,Female,Texas,Part-time,104569.62,39674.54,Medical,372,0.3362,2018-04-26,5,Yes,24,18.25,Unknown
APP94970,Person_631,45,Male,Pennsylvania,Part-time,153777.4,31965.15#,Debt consolidation,470,0.5384,2018-05-07,5,Yes,60,10.75,Approved
APP93306,Unknown,69,Male,New york,Unemployed,207383.59,47684.42,Debt consolidation,820,,2019-02-27,0,No,12,20.25,Rejected
APP14551,Person_184,30,Non-binary,New york,Employed,,8800.79,Medical,445,0.339,2019-02-20,6,Yes,12,15.76,Pending
APP47231,Person_691,50,Male,California,Self-employed,,37454.6,Business,381,0.2321,2019-01-02,0,Yes,20,68.0,Approved
APP22499,Person_56,99,,Illinois,Employed,231243.31,19151.55,Auto loan,786,0.2398,2019-07-28,5,Unknown,24,11.84,Rejected
APP13883,Person_91,99,Male,Texas,Self-employed,18039.37,8180.75,Business,611,0.6731,2019-03-12,1,No,36,80.9,Rejected
APP74868,Person_961,99,Male,Texas,Unknown,218989.2,58487.05,Medical,712,0.3362,2021-10-30,3,Yes,24,22.99,Rejected
APP90593,Person_721,45,Unknown,New york,,52722.67,45574.47,Unknown,683,0.7142,2019-04-15,1,Yes,84,91.6,Rejected
APP61745,Person_552,32,Male,Georgia,Self-employed,,37354.96#,Debt consolidation,491,0.2308,2018-10-17,4,Unknown,48,11.37,Approved
APP22537,Person_680,40,Male,California,Employed,185589.12,45674.21,Home improvement,808,0.4765,2021-10-26,1,No,72,25.9,Rejected
APP27947,Person_745,27,Non-binary,New york,Part-time,75493.91,55511.72,Vacation,360,0.0705,2024-01-28,4,No,48,21.44,Pending
APP29769,Person_411,27,Male,Unknown,Part-time,245318.89,32835.76,Auto loan,735,0.1201,2021-01-09,0,Yes,84,18.46,Rejected
APP87274,Person_346,27,Female,New york,Employed,232241.33,48811.18,Auto loan,440,0.3785,2020-02-11,6,No,60,85.1,Under review
APP69175,Person_495,27,Female,New york,Self-employed,39697.61,17131.31,Home improvement,689,0.4465,2019-08-16,6,Yes,72,70.3,Approved
APP71375,,61,Male,New york,Employed,35331.2,29054.12,Vacation,769,0.4412,2019-11-06,5,Yes,84,21.64,Pending
APP85248,Person_29,66,Male,Illinois,Unemployed,117554.08,45316.29 ,Home improvement,326,0.4763,2024-05-13,0,Yes,72,19.72,Pending
APP84683,Person_54,28,Male,Texas,Part-time,133837.94,52.71403,Home improvement,645,0.2301,2019-09-11,1,Unknown,72,25.86,Unknown
APP53517,Person_502,1,Female,Pennsylvania,Unknown,44957.32,34075.16,Home improvement,37,0.4898,2020-04-01,4,Yes,20,99.8,Unknown
APP40932,Person_39,54,Female,,Self-employed,102988.21,31245.5,Medical,333,0.4736,2019-05-18,6,No,72,27.67,Rejected
APP36217,Person_157,33,Female,California,Retired,,817157.0,Education,584,0.7142,2022-12-06,0,Yes,48,65.3,Pending
APP69508,Person_809,66,Male,New york,Self-employed,121112.36,3908.0 ,Education,396,0.3955,2021-05-13,3,No,84,71.6,Rejected
APP40841,Person_146,33,Male,Texas,Employed,155507.95,26751.81,Auto loan,503,0.573,2021-10-07,0,Yes,48,76.9,Approved
APP15028,-,62,Male,Texas,Retired,62585.15,12550.52,Medical,568,,2021-08-10,2,No,24,15.54,Rejected
APP75841,Person_697,47,Unknown,New york,Contract,18316.35,59842.37,Auto loan,348,0.6147,2021-01-01,1,Yes,60,20.25,Under review
APP42458,Person_788,27,Non-binary,Texas,Part-time,216849.92,11782.76USD,Business,797,0.1876,2023-03-06,4,No,84,13.96,Under review
APP93870,Person_612,54,Male,New york,Unemployed,232441.87,14579.91,,462,0.1789,2021-07-26,4,No,24,27.38,Rejected
APP66080,Person_731,39,Male,Georgia,Retired,134799.71,52275.19,Medical,568,0.4628,2022-11-17,5,Yes,60,25.45,Approved
APP14692,Person_394,60,Male,New york,Self-employed,120406.09,29198.09USD,Debt consolidation,483,0.2147,2021-08-04,4,Yes,12,80.6,Under review
APP32955,Person_52,27,Other,Georgia,Unemployed,117110.54,40154.04,Debt consolidation,652,0.7091,2022-02-28,4,Unknown,72,0.0447,Under review
APP61859,Person_964,28,Male,Unknown,Self-employed,104807.25,78468.97$,Medical,519,,2021-10-29,5,Yes,72,15.56,Approved
APP33794,Person_576,36,Male,Miami,Self-employed,239642.79,10222.75,Vacation,568,0.1608,2021-12-31,3,Yes,84,10.28,Approved
APP77487,Person_359,50,Female,Miami,Self-employed,158704.19,55433.53,Auto loan,332,0.3254,2021-03-03,5,No,12,19.87,Rejected
APP57555,Person_955,36,Other,Florida,,136317.02,59760.22,Medical,796,0.0769,2024-03-03,6,No,12,20.34,
APP94596,Person_402,29,Male,Ohio,Self-employed,32690.69,55311.14,Auto loan,503,0.36,2022-01-29,1,Yes,36,64.9,Pending
APP41275,Person_786,46,Non-binary,New york,Retired,120857.76,20966.58,,627,0.5034,2024-03-19,6,,60,12.61,Under review
APP13786,Person_421,44,Unknown,California,Unknown,74263.86,62796.21,Auto loan,564,0.6093,2023-01-26,3,No,36,13.06,Approved
APP45006,Person_448,35,Male,Georgia,Contract,126321.84,58493.37,Vacation,575,0.3996,2021-06-11,3,Yes,60,11.01,Pending
APP42289,Person_165,20,Male,Georgia,Part-time,222028.58,75020.81#,Auto loan,671,0.3827,2020-12-11,0,No,24,18.97,Rejected
APP95726,Person_284,71,Male,New york,Employed,52973.44,unknown,Auto loan,792,0.0744,2019-04-20,6,No,72,16.61,Pending
APP14551,Person_80,69,Female,Florida,Unemployed,226905.57,64235.58,Debt consolidation,450,0.1342,2021-02-05,3,Yes,60,62.6,Rejected
APP99707,Person_227,22,Female,New york,Unemployed,223139.95,66000.0,Debt consolidation,415,0.3943,2020-12-23,6,Yes,24,21.17,Pending
APP87872,Person_447,56,Female,California,Part-time,161306.23,59452.52,Auto loan,717,0.1533,2020-02-10,1,Yes,12,12.46,Pending
APP63110,Unknown,41,Female,New york,Self-employed,139445.14,33206.59,Auto loan,815,0.6505,2022-06-12,3,No,72,25.12,Rejected
APP56186,Person_310,53,Female,Texas,Self-employed,75698.65,36234.55,Auto loan,348,0.2772,2019-01-06,3,No,24,20.83,Pending
APP12890,Person_741,48,Non-binary,Miami,Contract,38938.97,63980.14,Auto loan,39,62.59,2020-04-15,5,No,36,84.5,Rejected
APP25465,Person_259,1,Female,California,Employed,245948.02,30048.98,Business,498,0.2902,2022-06-18,5,No,48,23.43,Under review
APP66594,Person_323,59,Male,Georgia,Contract,120771.44,55823.6,Auto loan,695,44.72,2018-05-08,6,No,36,12.39,Rejected
APP19099,Person_9,34,Male,Florida,Employed,82757.0,51677.06,Unknown,568,0.5257,2020-03-18,3,No,12,10.86,Rejected
APP38039,Person_692,55,Female,Miami,Employed,126976.3,38668.59,Auto loan,547,0.0629,2021-04-26,0,No,60,24.15,Pending
APP77154,Person_30,31,Male,Miami,Part-time,117739.96,23376.47,Debt consolidation,79,,2023-02-27,6,Yes,48,13.42,Pending
APP21895,Person_805,47,Male,Miami,Self-employed,226132.46,78290.28,Vacation,411,0.331,2021-12-28,3,Yes,36,26.53,Under review
APP22040,Person_334,68,Other,Ohio,Contract,,27714.49,Home improvement,722,,2020-08-10,6,No,20,20.25,Rejected
APP21638,Person_798,43,Male,Georgia,,94473.92,38252.38,Debt consolidation,568,,2024-03-10,4,No,24,46.9,Under review
APP19364,Person_978,21,Male,Texas,Retired,52472.44,19908.91,Medical,406,0.1214,2018-05-17,3,Yes,84,49.5,Rejected
APP85703,Person_517,52,Male,California,Employed,44246.73,64858.85,Medical,463,0.4442,2023-07-14,4,Yes,48,10.81,
APP26926,Person_197,56,Female,Texas,Unemployed,128954.27,6432.28,Business,511,0.141,2019-09-01,5,No,84,18.52,Pending
APP17529,Person_806,45,Male,Texas,Unemployed,185973.39,9906.03,Home improvement,307,0.6725,2022-02-03,4,No,84,16.48,Approved
APP62793,Person_392,27,Male,California,Unemployed,248716.5,36832.32 ,Auto loan,362,0.3319,2023-01-07,5,No,72,77.7,Pending
APP68007,Person_553,68,Male,Florida,Unemployed,149867.41,49138.79$,Vacation,371,0.1912,2022-04-07,5,Yes,20,23.04,Approved
APP36798,Person_804,26,Female,Miami,Employed,18362.81,4204.02,Medical,817,0.4809,2021-04-02,2,Yes,20,15.24,Approved
APP75902,Person_817,73,Female,Pennsylvania,Employed,35994.82,,Debt consolidation,811,0.0763,2019-11-26,5,,84,95.3,Approved
APP37913,Person_736,26,Male,Pennsylvania,Part-time,100697.06,47136.89,Debt consolidation,523,0.0926,2023-01-17,3,No,60,51.9,Rejected
APP28617,Person_510,31,Female,Pennsylvania,Part-time,30741.14,10119.77,Education,568,,2019-03-15,3,No,20,12.52,Approved
APP17878,Unknown,72,Male,New york,Part-time,201091.73,49819.22,Debt consolidation,354,0.3755,2018-03-30,1,Yes,20,12.12,Under review
APP43903,Person_378,51,Female,New york,Part-time,167356.36,44250.74,Medical,568,0.3989,2019-06-19,5,Yes,84,20.25,Approved
APP34486,Person_38,29,Male,California,Retired,133425.43,74020.53,Medical,831,0.2367,2018-08-23,5,No,24,70.0,Unknown
APP99200,Unknown,39,Female,,Self-employed,76664.07,14494.0,Vacation,352,0.2109,2020-11-29,3,Yes,12,19.76,Rejected
APP63698,Person_946,49,Male,Texas,Self-employed,150736.57,60334.9,Business,624,0.4564,2024-02-01,2,No,48,17.33,Approved
APP47664,Person_162,46,Female,New york,Unemployed,86978.3,46308.13,Education,531,0.4872,2023-10-16,4,Yes,48,19.13,Rejected
APP18966,Person_67,46,Female,Florida,Employed,19966.14,52.3516,Debt consolidation,750,0.2958,2021-05-20,4,No,12,22.95,Rejected
APP34134,Person_124,75,Female,Illinois,Retired,222076.04,58439.28,Medical,626,0.6661,2023-08-20,3,No,48,90.4,Approved
APP40161,Person_4,60,Female,Texas,Employed,19668.27,56919.43,Home improvement,360,0.2103,2018-09-06,5,No,48,10.32,Rejected
APP65837,Person_834,68,Male,,Retired,84911.66,11736.05,Auto loan,385,0.6199,2021-09-16,3,Yes,12,98.2,Rejected
APP83864,Person_930,53,Female,Florida,Part-time,62087.02,71127.31,Business,430,0.6429,2018-02-24,2,No,12,12.54,Approved
APP24787,Person_879,47,Female,Texas,Employed,31938.08,31897.75,Education,381,0.235,2019-11-26,5,,60,16.21,Approved
APP30593,Person_427,27,Male,Unknown,Self-employed,149446.85,78689.03,Auto loan,829,0.6569,2022-05-02,0,Yes,12,25.97,Under review
APP36623,Person_622,60,Male,Florida,Part-time,75705.73,70751.66,Vacation,681,0.2075,2020-05-25,4,Yes,12,15.48,Pending
APP28928,Person_563,70,Male,Florida,Unemployed,127911.67,36574.49,Debt consolidation,814,0.7121,2020-11-28,5,Yes,60,27.73,Under review
APP33431,Person_506,49,Female,Pennsylvania,Part-time,140550.54,22900.97$,Debt consolidation,729,0.4258,2022-10-03,6,No,72,12.93,Under review
APP32630,Person_926,49,Other,New york,Retired,63909.44,61453.27,Medical,557,0.6151,2023-01-16,5,No,36,61.5,Pending
APP87112,Person_399,69,,California,Unemployed,102380.66,69476.7,Debt consolidation,594,0.1744,2019-04-20,6,,20,19.02,Pending
APP54978,Person_640,55,Male,Illinois,Part-time,49485.75,57242.71,Vacation,570,0.6809,2018-10-20,3,No,24,13.48,Approved
APP42197,Person_352,21,Other,Texas,Part-time,93510.86,14571.77USD,Unknown,578,0.4093,2023-06-30,6,Yes,48,26.61,Rejected
APP18591,Person_856,18,Non-binary,Pennsylvania,Part-time,225400.68,,,589,0.0004205,2018-02-19,3,Yes,72,26.25,Pending
APP25344,,55,Male,Miami,Self-employed,,31574.32,Education,649,0.6416,2021-10-30,1,No,60,11.78,Approved
APP58094,Person_260,44,Non-binary,Illinois,Retired,85902.55,52637.87,,839,0.6751,2023-02-02,0,Yes,36,55.7,Rejected
APP30575,Person_333,38,,California,Contract,193963.08,9511.84,Vacation,580,0.3692,2021-08-20,6,Unknown,72,26.21,Under review
APP55209,Person_153,28,Female,New york,Contract,244785.48,70069.84,Vacation,389,0.201,2022-08-25,4,No,24,10.59,Approved
APP73347,Person_396,68,Female,New york,Part-time,237245.66,31737.05,Education,475,,2023-06-21,2,,72,25.0,Rejected
APP17675,Person_501,26,Female,Miami,Contract,79943.2,51873.03,Home improvement,316,0.6171,2022-01-08,1,Yes,20,56.4,Under review
APP40699,,72,Male,Miami,,187926.13,,Home improvement,514,18.84,2020-05-17,1,Yes,36,20.99,Under review
APP38307,Person_312,72,Female,New york,Employed,86856.01,77202.65,Education,79,0.6366,2024-01-14,1,No,84,90.8,Under review
APP48985,Person_42,64,Male,Texas,Part-time,177758.35,-13488.36,Vacation,725,0.389,2021-09-03,5,Yes,48,15.69,Under review
APP68143,Person_897,55,Non-binary,Unknown,Self-employed,50862.12,17454.68,Home improvement,673,,2018-04-30,5,Yes,12,18.64,Pending
APP37509,,55,Other,Illinois,Contract,50381.17,46969.05,Auto loan,407,0.2597,2019-03-25,1,Yes,20,19.03,Under review
APP42185,Person_663,41,,California,,46880.65,28594.66,Auto loan,627,,2023-02-28,6,Yes,48,78.6,Approved
APP71320,Person_863,46,Female,New york,Self-employed,67280.9,79898.99,Debt consolidation,601,0.5761,2018-03-09,2,Yes,24,22.92,Rejected
APP14039,Person_635,23,Female,Florida,Unemployed,82846.46,64872.28USD,Debt consolidation,676,0.0551,2019-04-07,6,No,60,78.9,
APP94886,Person_687,23,Female,Texas,Self-employed,174624.05,75757.96,Unknown,702,0.2639,2021-06-24,2,No,12,15.68,Approved
APP41064,Person_947,72,Female,New york,Retired,54612.14,12186.65#,Auto loan,568,0.2419,2018-02-20,2,No,60,42.9,Rejected
APP36424,Person_652,71,Female,Texas,Employed,229938.38,75870.29,Home improvement,709,0.0612,2023-08-31,3,No,48,24.1,Pending
APP49351,Person_901,21,Male,California,Employed,21340.91,24210.74,Vacation,589,0.0941,2018-10-18,6,,60,27.36,Under review
APP25686,Person_650,21,Female,Unknown,Contract,190139.93,15517.2,,400,0.149,2023-11-27,1,Yes,60,26.16,Pending
APP81190,Person_600,62,Female,New york,Contract,248341.49,17788.79,Vacation,568,0.523,2021-02-20,5,No,60,24.75,Under review
APP90967,Person_445,70,Non-binary,New york,Self-employed,,76507.15,Business,523,0.1335,2018-06-16,1,Yes,60,20.25,Approved
APP30571,Person_272,70,Female,New york,Unknown,23624.69,50892.88,Auto loan,553,0.0736,2021-02-07,3,Yes,12,19.57,Approved
APP86290,Person_895,26,Female,Miami,Self-employed,29005.21,64692.81,Debt consolidation,568,8.82,2021-02-06,3,Yes,48,13.5,Rejected
APP81069,Person_519,28,Male,Texas,Retired,26025.99,18788.47,Medical,460,0.2939,2024-03-20,2,No,24,10.72,Pending
APP59508,Person_377,28,Female,Texas,Part-time,72706.01,12792.57,Business,575,0.4082,2023-11-24,3,Yes,36,65.4,Under review
APP36424,Person_498,46,Male,New york,Unemployed,241171.88,50400.85 ,Auto loan,568,0.5998,2020-05-02,3,Yes,36,27.85,Rejected
APP51972,Person_900,32,Male,Ohio,Self-employed,120318.48,60903.83,Auto loan,537,0.4916,2019-05-31,4,Yes,20,27.18,Approved
APP46765,Person_837,20,Female,California,Self-employed,127819.76,39603.9 ,Business,559,0.2497,2024-04-22,5,Yes,12,25.21,Pending
APP13449,Person_639,18,Female,California,Part-time,67855.13,42364.36,Medical,758,0.1218,2022-11-17,4,Yes,72,13.52,Rejected
APP17113,Person_97,42,Unknown,New york,Part-time,76442.66,6564.93,Auto loan,533,0.6877,2022-06-07,0,Yes,84,16.87,Pending
APP49117,Person_128,53,Non-binary,Miami,Unknown,38347.02,,Auto loan,482,0.1629,2020-05-09,1,No,60,15.35,Approved
APP42197,Unknown,70,Female,California,Employed,154547.39,32098.84,Education,464,0.587,2020-08-27,5,,60,10.85,Under review
APP30535,Person_379,29,Male,Miami,Retired,192067.97,60854.98,Home improvement,343,0.1806,2023-08-14,1,Yes,48,20.58,Unknown
APP85552,Person_203,50,Female,Unknown,Employed,165460.08,22477.0,Auto loan,792,0.106,2021-03-06,4,No,24,36.0,Approved
APP28245,Person_343,62,Female,Unknown,Self-employed,245080.89,48811.27,Vacation,324,0.3567,2019-10-26,4,No,60,51.4,Pending
APP61452,Person_743,49,Female,Ohio,Self-employed,186677.93,55999.04,Home improvement,396,0.3596,2018-04-04,2,Yes,48,15.13,Approved
APP14531,Person_825,49,Male,Georgia,Employed,160061.42,,Business,398,0.4573,2019-08-07,1,Yes,60,14.92,Approved
APP66419,Person_518,49,Non-binary,California,Retired,122994.5,52024.65,Vacation,568,0.3675,2019-02-28,6,,84,22.53,Under review
APP93765,Person_795,31,Male,Texas,Part-time,24208.83,74689.34,Auto loan,722,0.467,2020-07-01,2,No,24,21.55,Under review
APP53003,Person_488,31,Male,New york,Employed,203043.45,68591.24,Debt consolidation,425,0.0799,2018-09-05,0,Yes,84,14.04,Approved
APP24860,Person_237,36,Female,Florida,Employed,124447.07,30476.6,Education,466,0.4299,2021-04-02,1,Yes,48,12.09,Pending
APP53276,Person_549,18,Female,Florida,,112225.51,69489.51,Auto loan,679,0.1546,2018-09-15,4,No,20,20.15,Rejected
APP47272,Person_400,75,Male,Florida,Employed,139751.72,31262.34,Education,802,0.1509,2019-12-10,4,No,12,70.1,Approved
APP26837,Person_570,69,Male,New york,Self-employed,184800.01,10904.62 ,Vacation,568,0.252,2020-12-09,1,Yes,24,10.08,Approved
APP48026,Person_232,63,Female,New york,Unemployed,176310.76,7221.48,Home improvement,395,0.717,2018-11-04,4,No,12,16.9,Rejected
APP74072,Person_442,53,Male,Texas,Employed,,45677.93,Medical,744,0.1245,2018-10-03,3,Yes,24,10.26,Approved
app94926,Person_98,37,Male,New york,Retired,238275.9,44728.41,Auto loan,444,0.1363,2018-10-27,3,No,36,19.95,Approved
APP66623,Person_893,38,Male,California,Employed,47570.95,61592.17,Vacation,478,0.5466,2022-08-19,3,No,20,58.0,Under review
APP98770,Person_998,23,Male,New york,Employed,21607.72,1006.82,Home improvement,379,,2021-07-17,1,No,36,25.83,
APP60873,Person_511,23,Female,Texas,Unemployed,111792.93,63740.85,Debt consolidation,536,0.5174,2019-04-01,4,No,12,12.62,Under review
APP42268,Person_623,23,Non-binary,California,Contract,226775.08,63160.85,,753,,2018-01-25,6,No,48,43.4,Approved
APP39984,Person_217,23,Female,Texas,Employed,217037.78,75848.92,Auto loan,716,0.5894,2018-01-30,3,No,72,23.67,Under review
APP72026,Person_360,49,Female,Texas,Part-time,102496.57,31872.75,Medical,653,0.0962,2023-06-18,3,No,36,21.16,Approved
APP75439,Person_558,34,,New york,Unemployed,139275.34,32489.18,Home improvement,635,0.5761,2019-09-23,2,Yes,60,20.25,Under review
APP83441,Person_754,53,Female,New york,Employed,46071.92, ,Vacation,548,0.1708,2022-01-18,0,Yes,24,20.25,Under review
APP73065,Person_977,39,Other,California,Part-time,103750.89,41146.61,Medical,367,0.4823,2020-07-05,2,Yes,36,89.5,Rejected
APP60067,Person_225,66,Male,Texas,Self-employed,77704.08,50472.14 ,Medical,511,0.6218,2022-06-03,4,No,72,59.6,Approved
APP69510,Person_18,57,Female,Miami,Retired,72154.32,21899.82,Debt consolidation,502,0.3476,2018-04-16,1,No,84,20.25,Pending
APP88654,Person_168,57,Male,Texas,Self-employed,209188.62,58409.94,Medical,493,0.0003428,2018-08-29,2,No,72,18.16,Unknown
APP53340,Person_292,41,Female,Miami,Retired,180298.31,45890.26,Vacation,336,0.5829,2019-08-31,0,No,60,18.65,Pending
APP37475,Person_828,20,Female,Miami,Employed,241333.7,23128.24,Medical,568,0.515,2019-08-25,5,No,84,14.87,Pending
APP24836,Person_397,71,Female,Texas,Contract,156968.24,14020.38,Education,503,0.4151,2019-02-03,6,,36,71.7,Rejected
APP97441,Person_540,71,Non-binary,Florida,Retired,49420.3,72778.67USD,Auto loan,637,,2022-02-24,4,No,72,14.49,Rejected
APP34817,Person_328,36,Female,New york,,181065.4,6986.6,Business,491,0.644,2018-09-05,6,No,20,20.03,Approved
app48149,Person_791,73,Male,New york,Employed,161884.33,38857.5,Education,826,0.0904,2021-07-16,4,Yes,72,14.17,Approved
APP88766,Person_638,55,Male,Texas,Retired,217957.8,32983.75,Vacation,345,0.231,2018-03-09,5,,84,17.81,Rejected
APP82559,Person_93,29,Male,California,Part-time,64606.27,50309.24,Education,597,,2018-08-06,0,Yes,12,10.73,Approved
APP85055,Person_213,31,Female,California,Unemployed,178944.4,8469.71,Medical,485,0.3188,2020-01-11,5,No,24,19.49,Approved
APP64720,Person_337,31,Male,Georgia,Part-time,87013.02,3764.43,Medical,422,0.2614,2018-06-02,3,Yes,12,27.01,Approved
APP53387,Person_425,64,Male,New york,Retired,222414.41,1933.41,Education,406,0.4103,2019-03-15,5,No,60,14.68,Approved
APP72402,Person_949,64,Female,Texas,Self-employed,125896.12,75216.49,Unknown,553,0.0832,2018-07-09,5,Yes,72,20.25,Approved
